0,1,2,3,4
427,150,2049,150,None
428,166,2045,166,None
429,148,2049,148,None
430,141,2039,141,None
431,162,2049,162,None
432,145,2047,145,None
433,134,2045,134,None
434,133,2047,133,None
435,151,2043,151,None
436,129,2047,129,None
437,112,2045,112,None
438,154,2049,154,None
439,123,2047,123,None
440,144,2045,144,None
441,143,2047,143,None
442,158,2049,158,None
443,153,2039,153,None
444,132,2049,132,None
445,146,2049,146,None
446,160,2049,160,None
447,146,2049,146,None
448,150,2049,150,None
449,139,2039,139,None
450,150,2049,150,None
451,129,2047,129,None
452,137,2047,137,None
453,146,2049,146,None
454,139,2047,139,None
455,146,2049,146,None
456,127,2047,127,None
457,138,2049,138,None
458,132,2049,132,None
459,154,2049,154,None
460,146,2049,146,None
461,157,2047,157,None
462,140,2049,140,None
463,104,2041,104,None
464,154,2049,154,None
465,125,2047,125,None
466,138,2045,138,None
467,150,2049,150,None
468,134,2049,134,None
469,133,2047,133,None
470,131,2047,131,None
471,164,2045,164,None
472,161,2047,161,None
473,150,2049,150,None
474,122,2045,122,None
475,122,2033,122,None
476,139,2047,139,None
477,124,2049,124,None
478,137,2047,137,None
479,141,2047,141,None
480,138,2049,138,None
481,141,2047,141,None
482,148,2049,148,None
483,120,2049,120,None
484,141,2047,141,None
485,122,2049,122,None
486,125,2047,125,None
487,136,2049,136,None
488,128,2049,128,None
489,130,2049,130,None
490,132,2045,132,None
491,140,2049,140,None
492,159,2047,159,None
493,171,2047,171,None
494,152,2049,152,None
495,168,2049,168,None
496,165,2047,165,None
497,138,2049,138,None
498,159,2047,159,None
499,145,2047,145,None
500,158,2049,158,None
501,145,2053,145,None
502,145,2047,145,None
503,141,2047,141,None
504,135,2047,135,None
505,146,2049,146,None
506,143,2047,143,None
507,142,2049,142,None
508,146,2049,146,None
509,153,2047,153,None
510,113,2047,113,None
511,171,2047,171,None
512,180,2049,180,None
513,135,2047,135,None
514,148,2049,148,None
515,146,2037,146,None
516,150,2045,150,None
517,128,2049,128,None
518,136,2045,136,None
519,122,2049,122,None
520,134,2049,134,None
521,147,2047,147,None
522,148,2045,148,None
523,135,2047,135,None
524,125,2047,125,None
525,134,2049,134,None
526,117,2047,117,None
527,158,2049,158,None
528,129,2047,129,None
529,135,2047,135,None
530,156,2049,156,None
531,152,2049,152,None
532,141,2043,141,None
533,126,2045,126,None
534,125,2047,125,None
535,136,2049,136,None
536,150,2041,150,None
537,132,2049,132,None
538,126,2045,126,None
539,148,2049,148,None
540,151,2047,151,None
541,142,2045,142,None
542,130,2049,130,None
543,174,2049,174,None
544,150,2045,150,None
545,143,2047,143,None
546,160,2049,160,None
547,166,2049,166,None
548,144,2049,144,None
549,156,2049,156,None
550,129,2047,129,None
551,166,2049,166,None
552,113,2047,113,None
553,130,2049,130,None
554,146,2049,146,None
555,158,2045,158,None
556,115,2047,115,None
557,139,2047,139,None
558,143,2047,143,None
559,160,2049,160,None
560,160,2049,160,None
561,139,2047,139,None
562,132,2049,132,None
563,159,2043,159,None
564,171,2047,171,None
565,142,2049,142,None
566,175,2047,175,None
567,155,2047,155,None
568,150,2049,150,None
569,128,2049,128,None
570,117,2053,117,None
571,142,2045,142,None
572,114,2049,114,None
573,143,2047,143,None
574,134,2049,134,None
575,126,2049,126,None
576,136,2045,136,None
577,149,2047,149,None
578,137,2047,137,None
579,145,2047,145,None
580,152,2049,152,None
581,140,2049,140,None
582,143,2047,143,None
583,139,2047,139,None
584,153,2047,153,None
585,154,2045,154,None
586,154,2045,154,None
587,176,2049,176,None
588,134,2049,134,None
589,169,2047,169,None
590,132,2049,132,None
591,147,2043,147,None
592,140,2049,140,None
593,162,2049,162,None
594,151,2047,151,None
595,125,2047,125,None
596,155,2047,155,None
597,163,2047,163,None
598,134,2049,134,None
599,143,2047,143,None
600,121,2039,121,None
601,169,2047,169,None
602,154,2049,154,None
603,137,2047,137,None
604,166,2049,166,None
605,136,2045,136,None
606,144,2045,144,None
607,156,2045,156,None
608,158,2049,158,None
609,150,2049,150,None
610,170,2045,170,None
611,175,2047,175,None
612,165,2043,165,None
613,155,2047,155,None
614,175,2047,175,None
615,144,2049,144,None
616,146,2041,146,None
617,142,2049,142,None
618,160,2049,160,None
619,133,2047,133,None
620,157,2047,157,None
621,138,2049,138,None
622,163,2043,163,None
623,162,2049,162,None
624,141,2043,141,None
625,153,2047,153,None
626,155,2047,155,None
627,150,2045,150,None
628,149,2047,149,None
629,141,2047,141,None
630,139,2047,139,None
631,147,2047,147,None
632,152,2049,152,None
633,159,2047,159,None
634,163,2047,163,None
635,149,2047,149,None
636,154,2049,154,None
637,149,2047,149,None
638,157,2047,157,None
639,150,2049,150,None
640,132,2049,132,None
641,133,2047,133,None
642,112,2045,112,None
643,144,2049,144,None
644,150,2049,150,None
645,145,2047,145,None
646,148,2049,148,None
647,129,2047,129,None
648,137,2047,137,None
649,124,2049,124,None
650,140,2049,140,None
651,136,2045,136,None
652,139,2047,139,None
653,124,2045,124,None
654,156,2049,156,None
655,162,2049,162,None
656,113,2047,113,None
657,157,2043,157,None
658,131,2043,131,None
659,109,2047,109,None
